IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
80.240.113.62,4,4,0.00,196.12,0.00
92.223.64.12,4,4,0.00,196.17,0.00
5.188.121.149,4,4,0.00,196.25,0.00
92.223.64.10,4,4,0.00,196.26,0.00
92.223.55.6,4,4,0.00,196.29,0.00
93.123.17.163,4,4,0.00,196.30,0.00
80.240.113.8,4,4,0.00,196.31,0.00
93.123.17.165,4,4,0.00,196.32,0.00
92.223.124.9,4,4,0.00,196.54,0.00
5.188.7.16,4,4,0.00,196.59,0.00
93.123.17.145,4,4,0.00,196.69,0.00
92.223.122.181,4,4,0.00,196.72,0.00
5.188.121.134,4,4,0.00,196.72,0.00
93.123.11.13,4,4,0.00,196.78,0.00
92.223.122.183,4,4,0.00,196.79,0.00
92.223.122.186,4,4,0.00,196.82,0.00
80.240.113.6,4,4,0.00,196.83,0.00
45.82.101.62,4,4,0.00,196.84,0.00
185.158.211.189,4,4,0.00,196.85,0.00
92.223.123.49,4,4,0.00,196.85,0.00
185.158.211.189,4,4,0.00,197.11,0.00
92.223.122.168,4,4,0.00,197.13,0.00
45.82.101.6,4,4,0.00,197.14,0.00
92.223.64.13,4,4,0.00,197.17,0.00
92.223.124.39,4,4,0.00,197.23,0.00
80.240.113.10,4,4,0.00,197.23,0.00
92.223.123.34,4,4,0.00,197.25,0.00
5.188.121.147,4,4,0.00,197.27,0.00
92.223.123.36,4,4,0.00,197.28,0.00
92.223.112.22,4,4,0.00,197.29,0.00
5.188.121.140,4,4,0.00,197.33,0.00
45.82.101.5,4,4,0.00,197.35,0.00
80.240.113.8,4,4,0.00,197.41,0.00
92.223.122.189,4,4,0.00,197.41,0.00
80.240.113.9,4,4,0.00,197.48,0.00
92.223.122.189,4,4,0.00,197.55,0.00
5.188.7.15,4,4,0.00,197.60,0.00
92.223.64.4,4,4,0.00,197.65,0.00
92.223.122.174,4,4,0.00,197.67,0.00
92.223.64.7,4,4,0.00,197.72,0.00
92.223.122.187,4,4,0.00,197.72,0.00
80.15.252.25,4,4,0.00,197.83,0.00
5.188.121.153,4,4,0.00,197.88,0.00
92.223.124.33,4,4,0.00,197.89,0.00
93.123.17.147,4,4,0.00,197.96,0.00
213.156.156.61,4,4,0.00,198.00,0.00
92.223.64.10,4,4,0.00,198.01,0.00
93.123.17.160,4,4,0.00,198.02,0.00
92.223.124.22,4,4,0.00,198.08,0.00
5.188.121.148,4,4,0.00,198.08,0.00
5.188.121.173,4,4,0.00,198.09,0.00
92.223.123.26,4,4,0.00,198.11,0.00
45.82.101.62,4,4,0.00,198.15,0.00
5.188.121.197,4,4,0.00,198.27,0.00
5.188.121.160,4,4,0.00,198.29,0.00
92.223.123.15,4,4,0.00,198.29,0.00
5.188.121.148,4,4,0.00,198.29,0.00
91.243.87.62,4,4,0.00,198.31,0.00
5.188.121.181,4,4,0.00,198.32,0.00
92.223.124.39,4,4,0.00,198.36,0.00
93.123.11.13,4,4,0.00,198.37,0.00
5.188.121.149,4,4,0.00,198.38,0.00
5.188.121.166,4,4,0.00,198.39,0.00
185.244.209.4,4,4,0.00,198.44,0.00
92.223.64.4,4,4,0.00,198.48,0.00
80.240.113.13,4,4,0.00,198.54,0.00
92.223.123.41,4,4,0.00,198.58,0.00
5.188.121.159,4,4,0.00,198.61,0.00
5.101.217.4,4,4,0.00,198.62,0.00
92.223.122.182,4,4,0.00,198.67,0.00
92.38.142.25,4,4,0.00,198.74,0.00
92.223.122.174,4,4,0.00,198.75,0.00
92.223.122.183,4,4,0.00,198.77,0.00
5.188.7.15,4,4,0.00,198.77,0.00
92.223.124.28,4,4,0.00,198.87,0.00
5.188.121.194,4,4,0.00,198.90,0.00
92.223.122.187,4,4,0.00,198.91,0.00
92.223.122.180,4,4,0.00,199.04,0.00
92.38.142.21,4,4,0.00,199.05,0.00
92.223.122.181,4,4,0.00,199.11,0.00
93.123.17.158,4,4,0.00,199.12,0.00
5.188.121.138,4,4,0.00,199.14,0.00
92.38.142.21,4,4,0.00,199.15,0.00
92.223.122.186,4,4,0.00,199.16,0.00
92.223.122.178,4,4,0.00,199.22,0.00
5.188.121.153,4,4,0.00,199.23,0.00
5.188.121.181,4,4,0.00,199.26,0.00
5.188.121.147,4,4,0.00,199.27,0.00
92.223.123.22,4,4,0.00,199.28,0.00
80.240.113.14,4,4,0.00,199.28,0.00
92.223.122.177,4,4,0.00,199.43,0.00
92.223.123.34,4,4,0.00,199.44,0.00
95.85.69.62,4,4,0.00,199.49,0.00
93.123.17.139,4,4,0.00,199.50,0.00
92.223.123.36,4,4,0.00,199.54,0.00
92.223.122.167,4,4,0.00,199.56,0.00
5.188.121.134,4,4,0.00,199.57,0.00
92.223.123.15,4,4,0.00,199.68,0.00
95.85.69.61,4,4,0.00,199.77,0.00
5.188.7.13,4,4,0.00,199.80,0.00
92.223.122.253,4,4,0.00,199.94,0.00
93.123.17.144,4,4,0.00,199.98,0.00
5.101.217.4,4,4,0.00,200.03,0.00
92.223.123.46,4,4,0.00,200.09,0.00
5.188.121.193,4,4,0.00,200.12,0.00
93.123.11.14,4,4,0.00,200.13,0.00
92.223.122.182,4,4,0.00,200.13,0.00
92.223.122.178,4,4,0.00,200.16,0.00
92.223.123.22,4,4,0.00,200.17,0.00
95.85.69.6,4,4,0.00,200.20,0.00
5.188.121.138,4,4,0.00,200.21,0.00
92.223.123.41,4,4,0.00,200.22,0.00
45.82.101.6,4,4,0.00,200.29,0.00
92.223.123.35,4,4,0.00,200.31,0.00
93.123.17.139,4,4,0.00,200.31,0.00
5.188.7.62,4,4,0.00,200.31,0.00
92.223.122.177,4,4,0.00,200.40,0.00
92.223.64.12,4,4,0.00,200.41,0.00
92.223.92.24,4,4,0.00,200.45,0.00
92.223.122.164,4,4,0.00,200.49,0.00
92.223.123.35,4,4,0.00,200.52,0.00
92.223.112.23,4,4,0.00,200.60,0.00
92.223.123.26,4,4,0.00,200.64,0.00
92.223.122.189,4,4,0.00,200.64,0.00
92.223.74.21,4,4,0.00,200.66,0.00
92.223.123.41,4,4,0.00,200.67,0.00
92.223.112.26,4,4,0.00,200.72,0.00
95.85.69.6,4,4,0.00,200.78,0.00
120.28.10.46,4,4,0.00,200.87,0.00
92.38.142.25,4,4,0.00,201.02,0.00
92.223.123.34,4,4,0.00,201.24,0.00
91.243.87.62,4,4,0.00,201.25,0.00
92.223.124.9,4,4,0.00,201.37,0.00
92.223.112.28,4,4,0.00,201.37,0.00
92.223.122.168,4,4,0.00,201.46,0.00
92.223.112.12,4,4,0.00,201.49,0.00
92.223.112.55,4,4,0.00,201.50,0.00
92.223.92.23,4,4,0.00,201.53,0.00
80.15.252.17,4,4,0.00,201.55,0.00
5.188.7.13,4,4,0.00,201.58,0.00
92.223.122.164,4,4,0.00,201.65,0.00
79.133.108.23,4,4,0.00,201.65,0.00
79.133.108.16,4,4,0.00,201.70,0.00
79.133.108.23,4,4,0.00,201.70,0.00
92.223.122.164,4,4,0.00,201.70,0.00
5.188.121.166,4,4,0.00,201.73,0.00
92.223.122.182,4,4,0.00,201.86,0.00
92.223.112.26,4,4,0.00,201.92,0.00
80.15.252.17,4,4,0.00,201.94,0.00
92.223.123.46,4,4,0.00,201.97,0.00
120.28.10.46,4,4,0.00,202.12,0.00
92.223.112.23,4,4,0.00,202.25,0.00
92.223.122.167,4,4,0.00,202.38,0.00
92.223.64.14,4,4,0.00,202.44,0.00
93.123.11.12,4,4,0.00,202.44,0.00
185.101.137.10,4,4,0.00,202.64,0.00
79.133.108.5,4,4,0.00,202.64,0.00
95.85.69.6,4,4,0.00,202.66,0.00
79.133.108.16,4,4,0.00,202.71,0.00
79.133.108.5,4,4,0.00,202.72,0.00
93.123.17.148,4,4,0.00,202.83,0.00
92.223.122.181,4,4,0.00,202.90,0.00
5.188.121.134,4,4,0.00,202.97,0.00
92.223.124.39,4,4,0.00,203.09,0.00
79.133.108.23,4,4,0.00,203.13,0.00
92.223.112.55,4,4,0.00,203.19,0.00
80.15.252.17,4,4,0.00,203.27,0.00
92.223.122.186,4,4,0.00,203.28,0.00
5.101.217.4,4,4,0.00,203.30,0.00
92.223.122.187,4,4,0.00,203.40,0.00
92.223.123.31,4,4,0.00,203.44,0.00
5.188.7.62,4,4,0.00,203.59,0.00
5.8.43.7,4,4,0.00,203.61,0.00
5.188.121.173,4,4,0.00,203.64,0.00
80.240.113.6,4,4,0.00,203.80,0.00
5.188.121.184,4,4,0.00,203.89,0.00
93.123.38.62,4,4,0.00,203.99,0.00
217.21.47.162,4,4,0.00,204.20,0.00
93.123.17.150,4,4,0.00,204.30,0.00
92.223.120.15,4,4,0.00,204.34,0.00
92.38.142.21,4,4,0.00,204.48,0.00
92.223.122.177,4,4,0.00,204.50,0.00
93.123.38.5,4,4,0.00,204.52,0.00
92.223.92.26,4,4,0.00,204.53,0.00
92.223.112.12,4,4,0.00,204.63,0.00
92.223.112.28,4,4,0.00,204.75,0.00
92.223.124.30,4,4,0.00,204.91,0.00
92.223.92.26,4,4,0.00,204.95,0.00
93.123.17.146,4,4,0.00,204.96,0.00
5.188.121.184,4,4,0.00,205.00,0.00
217.76.64.195,4,4,0.00,205.03,0.00
92.223.123.9,4,4,0.00,205.05,0.00
92.223.122.186,4,4,0.00,205.08,0.00
5.188.121.194,4,4,0.00,205.13,0.00
5.188.121.197,4,4,0.00,205.23,0.00
94.176.183.8,4,4,0.00,205.42,0.00
5.8.43.4,4,4,0.00,205.49,0.00
5.188.121.179,4,4,0.00,205.51,0.00
80.15.252.25,4,4,0.00,205.52,0.00
37.17.119.114,4,4,0.00,205.77,0.00
5.188.121.200,4,4,0.00,205.79,0.00
92.223.120.12,4,4,0.00,205.81,0.00
93.123.38.5,4,4,0.00,205.91,0.00
80.240.113.61,4,4,0.00,206.15,0.00
92.223.120.15,4,4,0.00,206.15,0.00
79.133.108.5,4,4,0.00,206.20,0.00
195.22.198.49,4,4,0.00,206.24,0.00
79.133.108.24,4,4,0.00,206.32,0.00
92.223.120.10,4,4,0.00,206.98,0.00
92.223.122.183,4,4,0.00,207.00,0.00
197.215.140.235,4,4,0.00,207.11,0.00
92.223.122.187,4,4,0.00,207.14,0.00
92.223.120.14,4,4,0.00,207.19,0.00
5.188.126.14,4,4,0.00,207.22,0.00
5.188.121.182,4,4,0.00,207.23,0.00
92.223.120.13,4,4,0.00,207.25,0.00
92.223.123.59,4,4,0.00,207.27,0.00
5.8.43.5,4,4,0.00,207.30,0.00
5.188.121.163,4,4,0.00,207.32,0.00
5.188.121.136,4,4,0.00,207.49,0.00
92.223.64.9,4,4,0.00,207.59,0.00
5.188.121.157,4,4,0.00,207.61,0.00
92.223.47.62,4,4,0.00,207.96,0.00
93.123.38.5,4,4,0.00,208.23,0.00
5.188.121.165,4,4,0.00,208.32,0.00
5.188.121.132,4,4,0.00,208.46,0.00
92.223.92.24,4,4,0.00,208.54,0.00
92.223.47.62,4,4,0.00,208.57,0.00
92.223.123.36,4,4,0.00,208.62,0.00
80.240.113.12,4,4,0.00,208.69,0.00
92.223.123.24,4,4,0.00,208.82,0.00
93.123.17.143,4,4,0.00,208.83,0.00
5.188.121.136,4,4,0.00,208.90,0.00
92.223.64.4,4,4,0.00,208.95,0.00
92.223.123.16,4,4,0.00,208.97,0.00
5.188.121.177,4,4,0.00,209.05,0.00
5.188.121.165,4,4,0.00,209.06,0.00
5.188.121.199,4,4,0.00,209.14,0.00
5.188.121.182,4,4,0.00,209.15,0.00
94.128.12.238,4,4,0.00,209.35,0.00
92.223.120.13,4,4,0.00,209.37,0.00
93.123.17.147,4,4,0.00,209.44,0.00
80.240.113.12,4,4,0.00,209.45,0.00
92.223.122.190,4,4,0.00,209.87,0.00
92.223.123.48,4,4,0.00,209.87,0.00
5.188.121.195,4,4,0.00,209.93,0.00
5.188.121.132,4,4,0.00,209.99,0.00
92.223.122.170,4,4,0.00,210.18,0.00
5.188.121.201,4,4,0.00,210.29,0.00
5.188.121.176,4,4,0.00,210.37,0.00
92.223.123.21,4,4,0.00,210.41,0.00
5.188.121.163,4,4,0.00,210.47,0.00
92.223.122.180,4,4,0.00,210.48,0.00
92.223.123.45,4,4,0.00,210.51,0.00
92.38.142.25,4,4,0.00,210.57,0.00
92.223.122.171,4,4,0.00,210.78,0.00
92.223.120.10,4,4,0.00,210.79,0.00
92.223.122.173,4,4,0.00,210.82,0.00
92.223.122.171,4,4,0.00,210.83,0.00
5.188.121.136,4,4,0.00,210.94,0.00
5.188.121.140,4,4,0.00,210.94,0.00
92.223.120.14,4,4,0.00,210.95,0.00
5.188.121.164,4,4,0.00,211.02,0.00
195.22.198.49,4,4,0.00,211.02,0.00
5.188.121.164,4,4,0.00,211.10,0.00
92.223.112.12,4,4,0.00,211.18,0.00
5.188.121.145,4,4,0.00,211.29,0.00
92.223.123.24,4,4,0.00,211.34,0.00
92.223.120.12,4,4,0.00,211.38,0.00
80.240.113.11,4,4,0.00,211.43,0.00
92.223.123.45,4,4,0.00,211.48,0.00
5.188.121.157,4,4,0.00,211.51,0.00
92.223.122.184,4,4,0.00,211.85,0.00
92.38.142.29,4,4,0.00,211.85,0.00
92.223.64.9,4,4,0.00,211.88,0.00
92.223.122.184,4,4,0.00,211.89,0.00
92.223.123.6,4,4,0.00,211.91,0.00
5.188.121.180,4,4,0.00,211.96,0.00
92.223.122.190,4,4,0.00,211.96,0.00
92.223.123.37,4,4,0.00,212.11,0.00
5.188.121.196,4,4,0.00,212.18,0.00
92.223.124.6,4,4,0.00,212.21,0.00
92.223.123.13,4,4,0.00,212.28,0.00
202.78.162.61,4,4,0.00,212.39,0.00
92.223.123.10,4,4,0.00,212.42,0.00
92.223.123.45,4,4,0.00,212.47,0.00
5.188.121.161,4,4,0.00,212.50,0.00
185.101.137.14,4,4,0.00,212.55,0.00
92.223.123.40,4,4,0.00,212.55,0.00
92.223.123.40,4,4,0.00,212.63,0.00
202.78.162.5,4,4,0.00,212.75,0.00
5.188.121.145,4,4,0.00,213.02,0.00
5.101.219.6,4,4,0.00,213.17,0.00
5.188.121.158,4,4,0.00,213.20,0.00
92.223.123.19,4,4,0.00,213.28,0.00
92.223.123.10,4,4,0.00,213.28,0.00
5.188.121.182,4,4,0.00,213.31,0.00
202.78.162.6,4,4,0.00,213.36,0.00
79.133.108.26,4,4,0.00,213.43,0.00
92.223.123.21,4,4,0.00,213.48,0.00
80.240.113.11,4,4,0.00,213.50,0.00
5.101.219.5,4,4,0.00,213.61,0.00
45.82.100.62,4,4,0.00,213.62,0.00
92.223.123.37,4,4,0.00,213.65,0.00
5.101.219.6,4,4,0.00,213.67,0.00
92.223.123.11,4,4,0.00,213.70,0.00
5.101.219.14,4,4,0.00,213.70,0.00
5.101.219.14,4,4,0.00,213.70,0.00
92.223.124.15,4,4,0.00,213.71,0.00
79.133.108.9,4,4,0.00,213.72,0.00
92.223.123.48,4,4,0.00,213.73,0.00
5.188.121.180,4,4,0.00,213.73,0.00
92.223.122.170,4,4,0.00,213.74,0.00
92.223.123.16,4,4,0.00,213.79,0.00
79.133.108.4,4,4,0.00,213.81,0.00
45.82.100.62,4,4,0.00,213.84,0.00
79.133.108.15,4,4,0.00,214.00,0.00
92.223.122.184,4,4,0.00,214.01,0.00
45.82.101.7,4,4,0.00,214.04,0.00
79.133.108.4,4,4,0.00,214.07,0.00
5.188.121.161,4,4,0.00,214.09,0.00
5.188.121.193,4,4,0.00,214.12,0.00
92.223.123.51,4,4,0.00,214.12,0.00
92.223.122.167,4,4,0.00,214.18,0.00
92.223.123.40,4,4,0.00,214.19,0.00
92.223.64.14,4,4,0.00,214.20,0.00
79.133.108.15,4,4,0.00,214.23,0.00
79.133.108.26,4,4,0.00,214.28,0.00
92.223.122.190,4,4,0.00,214.37,0.00
37.17.119.116,4,4,0.00,214.38,0.00
5.101.219.6,4,4,0.00,214.46,0.00
92.223.123.30,4,4,0.00,214.46,0.00
79.133.108.9,4,4,0.00,214.52,0.00
202.78.162.5,4,4,0.00,214.54,0.00
185.101.137.14,4,4,0.00,214.57,0.00
185.101.137.13,4,4,0.00,214.61,0.00
92.223.122.173,4,4,0.00,214.66,0.00
5.101.219.5,4,4,0.00,214.72,0.00
194.44.246.206,4,4,0.00,214.93,0.00
92.223.123.49,4,4,0.00,215.06,0.00
195.22.198.49,4,4,0.00,215.23,0.00
5.188.121.161,4,4,0.00,215.27,0.00
92.223.43.15,4,4,0.00,215.49,0.00
79.133.108.15,4,4,0.00,215.68,0.00
79.133.108.9,4,4,0.00,215.69,0.00
95.85.88.7,4,4,0.00,215.81,0.00
202.78.162.6,4,4,0.00,216.13,0.00
92.223.64.5,4,4,0.00,216.13,0.00
92.38.170.6,4,4,0.00,216.25,0.00
79.133.108.17,4,4,0.00,216.41,0.00
92.38.170.8,4,4,0.00,216.64,0.00
151.248.104.91,4,4,0.00,216.77,0.00
80.240.113.7,4,4,0.00,216.84,0.00
92.223.123.61,4,4,0.00,216.88,0.00
92.223.123.30,4,4,0.00,216.94,0.00
95.85.88.7,4,4,0.00,217.01,0.00
92.223.43.15,4,4,0.00,217.24,0.00
120.28.10.46,4,4,0.00,217.31,0.00
5.188.121.132,4,4,0.00,217.38,0.00
80.240.113.7,4,4,0.00,217.54,0.00
194.44.246.206,4,4,0.00,217.60,0.00
45.82.101.5,4,4,0.00,217.74,0.00
5.188.121.199,4,4,0.00,218.53,0.00
5.188.121.196,4,4,0.00,218.67,0.00
5.101.219.5,4,4,0.00,218.72,0.00
5.188.121.195,4,4,0.00,218.84,0.00
94.128.12.238,4,4,0.00,218.91,0.00
92.223.123.5,4,4,0.00,218.98,0.00
93.123.38.4,4,4,0.00,219.01,0.00
80.93.210.4,4,4,0.00,219.37,0.00
5.188.121.201,4,4,0.00,219.42,0.00
80.240.113.5,4,4,0.00,219.45,0.00
5.188.121.168,4,4,0.00,219.49,0.00
92.223.92.23,4,4,0.00,219.72,0.00
5.188.121.166,4,4,0.00,219.72,0.00
93.123.38.4,4,4,0.00,220.00,0.00
80.93.210.4,4,4,0.00,220.03,0.00
79.133.108.17,4,4,0.00,220.33,0.00
5.8.43.10,4,4,0.00,220.78,0.00
151.248.104.91,4,4,0.00,220.79,0.00
92.223.122.173,4,4,0.00,220.82,0.00
82.200.205.204,4,4,0.00,220.84,0.00
92.223.64.8,4,4,0.00,220.93,0.00
5.188.121.198,4,4,0.00,220.95,0.00
94.128.12.238,4,4,0.00,221.04,0.00
78.111.103.4,4,4,0.00,221.16,0.00
91.243.83.62,4,4,0.00,221.32,0.00
92.223.123.5,4,4,0.00,221.35,0.00
5.188.121.253,4,4,0.00,221.37,0.00
92.223.123.17,4,4,0.00,221.56,0.00
5.101.68.28,4,4,0.00,221.62,0.00
91.243.87.4,4,4,0.00,221.65,0.00
5.188.121.183,4,4,0.00,221.79,0.00
92.223.64.8,4,4,0.00,221.91,0.00
5.188.121.168,4,4,0.00,222.04,0.00
80.240.113.5,4,4,0.00,222.04,0.00
92.223.123.20,4,4,0.00,222.19,0.00
92.223.123.9,4,4,0.00,222.22,0.00
95.85.69.62,4,4,0.00,222.25,0.00
95.85.69.61,4,4,0.00,222.29,0.00
151.248.104.91,4,4,0.00,222.31,0.00
92.223.123.19,4,4,0.00,222.47,0.00
91.243.83.5,4,4,0.00,222.48,0.00
78.111.103.61,4,4,0.00,222.50,0.00
5.188.121.151,4,4,0.00,222.54,0.00
79.133.108.62,4,4,0.00,222.57,0.00
5.188.121.141,4,4,0.00,222.67,0.00
5.101.68.12,4,4,0.00,222.68,0.00
80.93.210.4,4,4,0.00,222.83,0.00
93.123.38.4,4,4,0.00,222.84,0.00
79.133.108.26,4,4,0.00,222.85,0.00
5.188.121.133,4,4,0.00,222.85,0.00
5.188.121.156,4,4,0.00,223.04,0.00
94.176.183.12,4,4,0.00,223.05,0.00
92.223.123.8,4,4,0.00,223.08,0.00
102.130.69.141,4,4,0.00,223.18,0.00
92.223.123.48,4,4,0.00,223.18,0.00
92.223.122.166,4,4,0.00,223.21,0.00
79.133.108.62,4,4,0.00,223.27,0.00
92.223.123.29,4,4,0.00,223.37,0.00
5.188.121.137,4,4,0.00,223.47,0.00
82.200.205.204,4,4,0.00,223.51,0.00
5.188.121.141,4,4,0.00,223.54,0.00
92.223.64.5,4,4,0.00,223.62,0.00
92.223.123.17,4,4,0.00,223.74,0.00
5.188.121.133,4,4,0.00,223.76,0.00
78.111.103.5,4,4,0.00,223.77,0.00
92.223.122.180,4,4,0.00,223.77,0.00
92.223.122.169,4,4,0.00,223.82,0.00
5.188.121.192,4,4,0.00,223.89,0.00
5.188.121.144,4,4,0.00,223.97,0.00
78.111.103.4,4,4,0.00,223.98,0.00
5.188.121.144,4,4,0.00,224.02,0.00
92.223.122.166,4,4,0.00,224.03,0.00
5.188.121.143,4,4,0.00,224.04,0.00
92.223.123.4,4,4,0.00,224.05,0.00
79.133.108.17,4,4,0.00,224.06,0.00
92.223.47.4,4,4,0.00,224.08,0.00
92.223.123.4,4,4,0.00,224.11,0.00
5.188.121.151,4,4,0.00,224.17,0.00
91.243.87.4,4,4,0.00,224.18,0.00
92.223.123.43,4,4,0.00,224.22,0.00
92.223.122.179,4,4,0.00,224.23,0.00
5.188.121.137,4,4,0.00,224.32,0.00
92.223.123.12,4,4,0.00,224.42,0.00
79.133.108.4,4,4,0.00,224.42,0.00
202.78.162.62,4,4,0.00,224.45,0.00
92.223.112.28,4,4,0.00,224.45,0.00
5.188.121.143,4,4,0.00,224.47,0.00
92.223.123.51,4,4,0.00,224.49,0.00
92.223.122.188,4,4,0.00,224.61,0.00
92.223.123.18,4,4,0.00,224.65,0.00
5.188.121.183,4,4,0.00,224.66,0.00
92.223.123.20,4,4,0.00,224.72,0.00
5.188.121.162,4,4,0.00,224.73,0.00
91.243.87.5,4,4,0.00,224.75,0.00
92.223.122.179,4,4,0.00,224.78,0.00
92.223.123.33,4,4,0.00,224.89,0.00
92.223.123.23,4,4,0.00,225.00,0.00
92.223.122.169,4,4,0.00,225.00,0.00
92.223.123.43,4,4,0.00,225.07,0.00
92.223.122.165,4,4,0.00,225.14,0.00
92.223.122.165,4,4,0.00,225.16,0.00
92.223.108.15,4,4,0.00,225.18,0.00
91.243.87.5,4,4,0.00,225.28,0.00
37.17.119.115,4,4,0.00,225.43,0.00
5.188.121.253,4,4,0.00,225.49,0.00
92.223.108.15,4,4,0.00,225.52,0.00
92.223.123.18,4,4,0.00,225.53,0.00
5.188.121.177,4,4,0.00,225.55,0.00
92.223.123.7,4,4,0.00,225.57,0.00
5.188.121.156,4,4,0.00,225.86,0.00
82.200.205.204,4,4,0.00,225.86,0.00
92.223.123.32,4,4,0.00,225.92,0.00
92.223.122.165,4,4,0.00,226.08,0.00
45.82.100.61,4,4,0.00,226.14,0.00
92.223.43.6,4,4,0.00,226.21,0.00
92.223.122.185,4,4,0.00,226.35,0.00
5.188.121.162,4,4,0.00,226.36,0.00
78.111.103.61,4,4,0.00,226.45,0.00
92.223.123.33,4,4,0.00,226.45,0.00
185.101.137.10,4,4,0.00,226.46,0.00
78.111.103.5,4,4,0.00,226.57,0.00
92.223.122.172,4,4,0.00,226.60,0.00
102.130.69.141,4,4,0.00,226.64,0.00
92.223.123.32,4,4,0.00,226.66,0.00
178.160.192.38,4,4,0.00,226.68,0.00
82.213.5.50,4,4,0.00,226.69,0.00
92.223.122.172,4,4,0.00,226.72,0.00
92.223.123.25,4,4,0.00,226.74,0.00
92.223.124.43,4,4,0.00,226.81,0.00
92.223.123.32,4,4,0.00,226.82,0.00
45.82.100.61,4,4,0.00,226.83,0.00
79.133.108.7,4,4,0.00,226.86,0.00
91.243.83.5,4,4,0.00,226.93,0.00
92.223.108.14,4,4,0.00,226.99,0.00
92.223.122.168,4,4,0.00,227.13,0.00
92.223.122.166,4,4,0.00,227.27,0.00
93.123.17.160,4,4,0.00,227.42,0.00
91.243.83.62,4,4,0.00,227.46,0.00
82.213.5.50,4,4,0.00,227.48,0.00
78.111.103.4,4,4,0.00,227.52,0.00
92.223.123.25,4,4,0.00,227.57,0.00
92.223.64.8,4,4,0.00,227.58,0.00
92.223.122.185,4,4,0.00,227.64,0.00
5.188.121.137,4,4,0.00,227.97,0.00
78.111.103.62,4,4,0.00,228.08,0.00
92.223.122.185,4,4,0.00,228.19,0.00
92.223.43.13,4,4,0.00,228.24,0.00
92.223.123.23,4,4,0.00,228.32,0.00
92.38.142.30,4,4,0.00,228.42,0.00
92.223.47.4,4,4,0.00,228.45,0.00
92.223.43.14,4,4,0.00,228.55,0.00
92.223.124.9,4,4,0.00,228.63,0.00
92.223.122.169,4,4,0.00,228.66,0.00
92.223.123.20,4,4,0.00,228.66,0.00
92.223.108.9,4,4,0.00,228.66,0.00
5.188.121.165,4,4,0.00,228.76,0.00
5.188.121.135,4,4,0.00,228.79,0.00
5.188.121.146,4,4,0.00,228.81,0.00
92.223.43.13,4,4,0.00,228.94,0.00
109.230.114.2,4,4,0.00,229.05,0.00
213.244.64.66,4,4,0.00,229.27,0.00
197.215.140.234,4,4,0.00,229.30,0.00
5.188.121.176,4,4,0.00,229.38,0.00
92.223.123.29,4,4,0.00,229.46,0.00
5.188.121.167,4,4,0.00,229.70,0.00
185.101.137.10,4,4,0.00,229.70,0.00
5.188.121.178,4,4,0.00,229.71,0.00
5.188.121.192,4,4,0.00,229.86,0.00
78.111.103.62,4,4,0.00,229.87,0.00
80.93.221.61,4,4,0.00,229.93,0.00
92.223.124.31,4,4,0.00,230.13,0.00
130.193.166.2,4,4,0.00,230.15,0.00
92.223.123.15,4,4,0.00,230.23,0.00
5.188.121.167,4,4,0.00,230.25,0.00
92.223.122.172,4,4,0.00,230.26,0.00
92.223.122.177,4,4,0.00,230.26,0.00
130.193.166.2,4,4,0.00,230.35,0.00
92.223.123.11,4,4,0.00,230.49,0.00
92.223.123.47,4,4,0.00,230.55,0.00
92.223.122.188,4,4,0.00,230.62,0.00
92.223.123.33,4,4,0.00,230.64,0.00
92.223.123.30,4,4,0.00,230.64,0.00
92.223.122.185,4,4,0.00,230.69,0.00
5.188.121.185,4,4,0.00,230.78,0.00
5.188.121.172,4,4,0.00,230.82,0.00
5.188.121.192,4,4,0.00,230.90,0.00
92.223.122.178,4,4,0.00,230.91,0.00
91.243.83.4,4,4,0.00,230.94,0.00
78.111.103.5,4,4,0.00,231.02,0.00
92.223.123.47,4,4,0.00,231.05,0.00
5.188.94.5,4,4,0.00,231.08,0.00
185.158.211.186,4,4,0.00,231.09,0.00
92.223.43.6,4,4,0.00,231.12,0.00
80.93.221.62,4,4,0.00,231.13,0.00
5.188.121.185,4,4,0.00,231.41,0.00
80.93.221.4,4,4,0.00,231.62,0.00
80.240.113.61,4,4,0.00,231.68,0.00
92.223.43.14,4,4,0.00,231.69,0.00
5.188.121.146,4,4,0.00,231.76,0.00
91.243.83.5,4,4,0.00,231.77,0.00
185.158.211.186,4,4,0.00,231.81,0.00
92.223.43.14,4,4,0.00,231.84,0.00
213.244.64.66,4,4,0.00,231.93,0.00
5.188.121.170,4,4,0.00,231.97,0.00
5.101.68.30,4,4,0.00,232.00,0.00
91.243.83.4,4,4,0.00,232.07,0.00
212.188.76.67,4,4,0.00,232.31,0.00
92.223.123.14,4,4,0.00,232.31,0.00
79.133.108.16,4,4,0.00,232.31,0.00
5.188.121.183,4,4,0.00,232.32,0.00
5.188.121.175,4,4,0.00,232.35,0.00
91.243.87.5,4,4,0.00,232.47,0.00
5.188.121.135,4,4,0.00,232.47,0.00
80.93.221.61,4,4,0.00,232.51,0.00
5.188.121.185,4,4,0.00,232.63,0.00
185.188.144.4,4,4,0.00,232.64,0.00
82.213.5.50,4,4,0.00,232.65,0.00
80.93.221.62,4,4,0.00,232.95,0.00
5.188.121.191,4,4,0.00,233.20,0.00
